Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
6/18/2020,ID-JK,DKI Jakarta,170,30,129,11,9322,568,4453,4301,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,15.67,859.48,2.77,52.37,6.09%,47.77%,1.39,6.00
6/18/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,7,-7,276,8,227,41,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,76.01,0.00,2.20,2.90%,82.25%,0.00,1.00
6/18/2020,ID-GO,Gorontalo,0,0,0,0,214,8,126,80,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,181.26,0.00,6.78,3.74%,58.88%,1.00,1.00
6/18/2020,IDN,Indonesia,1331,63,555,713,42762,2339,16798,23625,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.02,161.25,0.24,8.82,5.47%,39.28%,1.29,1.40
6/18/2020,ID-JA,Jambi,0,0,0,0,109,0,46,63,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,31.20,0.00,0.00,0.00%,42.20%,0.00,1.00
6/18/2020,ID-JB,Jawa Barat,51,2,53,-4,2862,182,1361,1319,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.13,63.37,0.04,4.03,6.36%,47.55%,1.19,0.29
6/18/2020,ID-JT,Jawa Tengah,45,9,21,15,2390,130,911,1349,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.24,65.72,0.25,3.57,5.44%,38.12%,0.39,
6/18/2020,ID-JI,Jawa Timur,384,13,79,292,8788,664,2456,5668,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,9.49,217.10,0.32,16.40,7.56%,27.95%,1.62,0.93
6/18/2020,ID-KB,Kalimantan Barat,0,0,6,-6,282,4,173,105,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,52.00,0.00,0.74,1.42%,61.35%,0.00,1.00
6/18/2020,ID-KS,Kalimantan Selatan,118,2,14,102,2325,152,350,1823,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,29.33,577.92,0.50,37.78,6.54%,15.05%,1.36,0.22
6/18/2020,ID-KT,Kalimantan Tengah,36,6,39,-9,738,44,286,408,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,14.01,287.13,2.33,17.12,5.96%,38.75%,0.80,6.00
6/18/2020,ID-KI,Kalimantan Timur,8,0,18,-10,405,4,310,91,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,2.25,114.01,0.00,1.13,0.99%,76.54%,1.60,1.00
6/18/2020,ID-KU,Kalimantan Utara,0,0,2,-2,171,2,147,22,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,263.72,0.00,3.08,1.17%,85.96%,1.00,1.00
6/18/2020,ID-BB,Kepulauan Bangka Belitung,0,0,6,-6,147,2,101,44,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,106.54,0.00,1.45,1.36%,68.71%,0.00,1.00
6/18/2020,ID-KR,Kepulauan Riau,1,0,0,1,263,16,173,74,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,136.31,0.00,8.29,6.08%,65.78%,0.11,1.00
6/18/2020,ID-LA,Lampung,2,0,3,-1,171,12,121,38,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,18.80,0.00,1.32,7.02%,70.76%,0.67,1.00
6/18/2020,ID-MA,Maluku,14,0,0,14,534,13,113,408,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,7.58,289.10,0.00,7.04,2.43%,21.16%,0.58,1.00
6/18/2020,ID-MU,Maluku Utara,21,0,1,20,342,22,49,271,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,16.06,261.51,0.00,16.82,6.43%,14.33%,3.00,1.00
6/18/2020,ID-NB,Nusa Tenggara Barat,30,2,20,8,1008,43,674,291,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.69,191.26,0.38,8.16,4.27%,66.87%,1.43,0.33
6/18/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,41,66,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,19.96,0.00,0.18,0.93%,37.96%,1.00,1.00
6/18/2020,ID-PA,Papua,38,0,0,38,1322,7,297,1018,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,8.76,304.58,0.00,1.61,0.53%,22.47%,1.31,1.00
6/18/2020,ID-PB,Papua Barat,5,0,22,-17,219,3,118,98,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,4.38,191.99,0.00,2.63,1.37%,53.88%,2.50,1.00
6/18/2020,ID-RI,Riau,6,0,1,5,134,8,114,12,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.99,22.06,0.00,1.32,5.97%,85.07%,3.00,0.00
6/18/2020,ID-SR,Sulawesi Barat,5,0,0,5,104,2,83,19,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.21,66.67,0.00,1.28,1.92%,79.81%,5.00,1.00
6/18/2020,ID-SN,Sulawesi Selatan,165,0,23,142,3347,119,1125,2103,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,17.50,355.05,0.00,12.62,3.56%,33.61%,1.85,1.00
6/18/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,172,4,130,38,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,58.20,0.00,1.35,2.33%,75.58%,1.00,1.00
6/18/2020,ID-SG,Sulawesi Tenggara,34,0,0,34,326,5,203,118,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,12.90,123.70,0.00,1.90,1.53%,62.27%,34.00,1.00
6/18/2020,ID-SA,Sulawesi Utara,25,3,7,15,761,73,129,559,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,9.46,288.05,1.14,27.63,9.59%,16.95%,0.71,
6/18/2020,ID-SB,Sumatera Barat,5,0,17,-12,696,30,482,184,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,126.10,0.00,5.44,4.31%,69.25%,1.25,1.00
6/18/2020,ID-SS,Sumatera Selatan,56,2,26,28,1596,65,708,823,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.81,194.22,0.24,7.91,4.07%,44.36%,1.06,0.67
6/18/2020,ID-SU,Sumatera Utara,23,0,7,16,993,66,234,693,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,1.55,66.76,0.00,4.44,6.65%,23.56%,1.77,1.00
6/19/2020,ID-AC,Aceh,0,0,0,0,38,2,20,16,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,7.24,0.00,0.38,5.26%,52.63%,0.00,1.00
6/19/2020,ID-BA,Bali,81,0,13,68,975,6,566,403,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,19.21,231.25,0.00,1.42,0.62%,58.05%,1.25,1.00
6/19/2020,ID-BT,Banten,5,0,3,2,1330,79,539,712,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.47,124.04,0.00,7.37,5.94%,40.53%,0.29,1.00
6/19/2020,ID-BE,Bengkulu,2,0,3,-1,107,8,68,31,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.00,53.51,0.00,4.00,7.48%,63.55%,,0.00
6/19/2020,ID-JK,DKI Jakarta,132,1,126,5,9454,569,4579,4306,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,12.17,871.65,0.09,52.46,6.02%,48.43%,0.78,0.03
6/19/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,4,-3,277,8,231,38,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,76.29,0.00,2.20,2.89%,83.39%,,1.00
6/19/2020,ID-GO,Gorontalo,6,0,0,6,220,8,126,86,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.08,186.34,0.00,6.78,3.64%,57.27%,,1.00
6/19/2020,IDN,Indonesia,1041,34,551,456,43803,2373,17349,24081,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.93,165.18,0.13,8.95,5.42%,39.61%,0.78,0.54
6/19/2020,ID-JA,Jambi,3,0,1,2,112,0,47,65,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.86,32.06,0.00,0.00,0.00%,41.96%,,1.00
6/19/2020,ID-JB,Jawa Barat,63,0,30,33,2925,182,1391,1352,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.39,64.77,0.00,4.03,6.22%,47.56%,1.24,0.00
6/19/2020,ID-JT,Jawa Tengah,80,13,20,47,2470,143,931,1396,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.20,67.92,0.36,3.93,5.79%,37.69%,1.78,1.44
6/19/2020,ID-JI,Jawa Timur,137,14,102,21,8925,678,2558,5689,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,3.38,220.48,0.35,16.75,7.60%,28.66%,0.36,1.08
6/19/2020,ID-KB,Kalimantan Barat,14,0,13,1,296,4,186,106,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.58,54.58,0.00,0.74,1.35%,62.84%,,1.00
6/19/2020,ID-KS,Kalimantan Selatan,66,3,14,49,2391,155,364,1872,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.41,594.33,0.75,38.53,6.48%,15.22%,0.56,1.50
6/19/2020,ID-KT,Kalimantan Tengah,0,0,0,0,738,44,286,408,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,287.13,0.00,17.12,5.96%,38.75%,0.00,0.00
6/19/2020,ID-KI,Kalimantan Timur,12,0,3,9,417,4,313,100,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,3.38,117.39,0.00,1.13,0.96%,75.06%,1.50,1.00
6/19/2020,ID-KU,Kalimantan Utara,2,0,2,0,173,2,149,22,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,266.81,0.00,3.08,1.16%,86.13%,,1.00
6/19/2020,ID-BB,Kepulauan Bangka Belitung,0,0,6,-6,147,2,107,38,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,106.54,0.00,1.45,1.36%,72.79%,1.00,1.00
6/19/2020,ID-KR,Kepulauan Riau,0,0,10,-10,263,16,183,64,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,136.31,0.00,8.29,6.08%,69.58%,0.00,1.00
6/19/2020,ID-LA,Lampung,1,0,2,-1,172,12,123,37,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,18.91,0.00,1.32,6.98%,71.51%,0.50,1.00
6/19/2020,ID-MA,Maluku,10,0,23,-13,544,13,136,395,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.41,294.52,0.00,7.04,2.39%,25.00%,0.71,1.00
6/19/2020,ID-MU,Maluku Utara,40,0,2,38,382,22,51,309,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,30.59,292.09,0.00,16.82,5.76%,13.35%,1.90,1.00
6/19/2020,ID-NB,Nusa Tenggara Barat,14,0,19,-5,1022,43,693,286,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.66,193.92,0.00,8.16,4.21%,67.81%,0.47,0.00
6/19/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,41,66,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,19.96,0.00,0.18,0.93%,37.96%,1.00,1.00
6/19/2020,ID-PA,Papua,18,0,0,18,1340,7,297,1036,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,4.15,308.73,0.00,1.61,0.52%,22.16%,0.47,1.00
6/19/2020,ID-PB,Papua Barat,3,0,8,-5,222,3,126,93,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,2.63,194.62,0.00,2.63,1.35%,56.76%,0.60,1.00
6/19/2020,ID-RI,Riau,8,0,0,8,142,8,114,20,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,1.32,23.38,0.00,1.32,5.63%,80.28%,1.33,1.00
6/19/2020,ID-SR,Sulawesi Barat,0,0,1,-1,104,2,84,18,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,66.67,0.00,1.28,1.92%,80.77%,0.00,1.00
6/19/2020,ID-SN,Sulawesi Selatan,210,0,43,167,3557,119,1168,2270,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,22.28,377.33,0.00,12.62,3.35%,32.84%,1.27,1.00
6/19/2020,ID-ST,Sulawesi Tengah,1,0,0,1,173,4,130,39,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,58.53,0.00,1.35,2.31%,75.14%,,1.00
6/19/2020,ID-SG,Sulawesi Tenggara,3,0,1,2,329,5,204,120,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.14,124.84,0.00,1.90,1.52%,62.01%,0.09,1.00
6/19/2020,ID-SA,Sulawesi Utara,23,1,8,14,784,74,137,573,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,8.71,296.76,0.38,28.01,9.44%,17.47%,0.92,0.33
6/19/2020,ID-SB,Sumatera Barat,4,0,11,-7,700,30,493,177,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.72,126.83,0.00,5.44,4.29%,70.43%,0.80,1.00
6/19/2020,ID-SS,Sumatera Selatan,74,1,31,42,1670,66,739,865,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.01,203.22,0.12,8.03,3.95%,44.25%,1.32,0.50
6/19/2020,ID-SU,Sumatera Utara,31,0,16,15,1024,66,250,708,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,2.08,68.84,0.00,4.44,6.45%,24.41%,1.35,1.00
6/20/2020,ID-AC,Aceh,1,0,0,1,39,2,20,17,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,7.43,0.00,0.38,5.13%,51.28%,,1.00
6/20/2020,ID-BA,Bali,35,1,23,11,1010,7,589,414,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,8.30,239.55,0.24,1.66,0.69%,58.32%,0.43,
6/20/2020,ID-BT,Banten,16,0,31,-15,1346,79,570,697,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.49,125.53,0.00,7.37,5.87%,42.35%,3.20,1.00
6/20/2020,ID-BE,Bengkulu,9,0,3,6,116,8,71,37,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,4.50,58.01,0.00,4.00,6.90%,61.21%,4.50,1.00
6/20/2020,ID-JK,DKI Jakarta,189,8,122,59,9643,577,4701,4365,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,17.43,889.07,0.74,53.20,5.98%,48.75%,1.43,8.00
6/20/2020,ID-YO,Daerah Istimewa Yogyakarta,8,0,0,8,285,8,231,46,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,2.20,78.49,0.00,2.20,2.81%,81.05%,8.00,1.00
6/20/2020,ID-GO,Gorontalo,0,0,13,-13,220,8,139,73,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,186.34,0.00,6.78,3.64%,63.18%,0.00,1.00
6/20/2020,IDN,Indonesia,1226,56,534,636,45029,2429,17883,24717,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.62,169.80,0.21,9.16,5.39%,39.71%,1.18,1.65
6/20/2020,ID-JA,Jambi,0,0,0,0,112,0,47,65,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,32.06,0.00,0.00,0.00%,41.96%,0.00,1.00
6/20/2020,ID-JB,Jawa Barat,19,0,1,18,2944,182,1392,1370,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,65.19,0.00,4.03,6.18%,47.28%,0.30,1.00
6/20/2020,ID-JT,Jawa Tengah,98,0,24,74,2568,143,955,1470,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.69,70.62,0.00,3.93,5.57%,37.19%,1.23,0.00
6/20/2020,ID-JI,Jawa Timur,376,20,103,253,9301,698,2661,5942,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,9.29,229.77,0.49,17.24,7.50%,28.61%,2.74,1.43
6/20/2020,ID-KB,Kalimantan Barat,2,0,9,-7,298,4,195,99,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.37,54.95,0.00,0.74,1.34%,65.44%,0.14,1.00
6/20/2020,ID-KS,Kalimantan Selatan,84,10,25,49,2475,165,389,1921,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,20.88,615.21,2.49,41.01,6.67%,15.72%,1.27,3.33
6/20/2020,ID-KT,Kalimantan Tengah,26,2,10,14,764,46,296,422,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,10.12,297.24,0.78,17.90,6.02%,38.74%,,
6/20/2020,ID-KI,Kalimantan Timur,6,0,6,0,423,4,319,100,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,119.08,0.00,1.13,0.95%,75.41%,0.50,1.00
6/20/2020,ID-KU,Kalimantan Utara,2,0,0,2,175,2,149,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,269.89,0.00,3.08,1.14%,85.14%,1.00,1.00
6/20/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,148,2,107,39,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,107.26,0.00,1.45,1.35%,72.30%,,1.00
6/20/2020,ID-KR,Kepulauan Riau,1,0,1,0,264,16,184,64,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,136.83,0.00,8.29,6.06%,69.70%,,1.00
6/20/2020,ID-LA,Lampung,8,0,5,3,180,12,128,40,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.88,19.79,0.00,1.32,6.67%,71.11%,8.00,1.00
6/20/2020,ID-MA,Maluku,37,0,25,12,581,13,161,407,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,20.03,314.55,0.00,7.04,2.24%,27.71%,3.70,1.00
6/20/2020,ID-MU,Maluku Utara,17,0,5,12,399,22,56,321,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,13.00,305.09,0.00,16.82,5.51%,14.04%,0.43,1.00
6/20/2020,ID-NB,Nusa Tenggara Barat,29,1,34,-6,1051,44,727,280,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.50,199.42,0.19,8.35,4.19%,69.17%,2.07,
6/20/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,41,66,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,19.96,0.00,0.18,0.93%,37.96%,1.00,1.00
6/20/2020,ID-PA,Papua,12,0,0,12,1352,7,297,1048,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.76,311.50,0.00,1.61,0.52%,21.97%,0.67,1.00
6/20/2020,ID-PB,Papua Barat,0,0,2,-2,222,3,128,91,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,194.62,0.00,2.63,1.35%,57.66%,0.00,1.00
6/20/2020,ID-RI,Riau,0,0,2,-2,142,8,116,18,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,23.38,0.00,1.32,5.63%,81.69%,0.00,1.00
6/20/2020,ID-SR,Sulawesi Barat,0,0,0,0,104,2,84,18,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,66.67,0.00,1.28,1.92%,80.77%,1.00,1.00
